offset,pre_x,pre_y,pre_z,post_x,post_y,post_z,scores,cleft_scores,segmentid_pre,segmentid_post,pre_svid,post_svid,pre_id,post_id,x,y,z,partner,Tags,flywire.id
79463375,592780,219356,78520,592844,219348,78600,11.4721412658691,164,0,3576689336,"=""80786548333295699""","=""80786548333301498""","=""720575940624804248""","=""720575940616046363""",592780,219356,78520,"=""720575940624804248""",FALSE,"="""""
79463445,592972,219300,78800,592908,219388,78800,44.4434051513672,150,2527458123,3576689336,"=""80786548333300330""","=""80786548333301498""","=""720575940628113292""","=""720575940616046363""",592972,219300,78800,"=""720575940628113292""",TRUE,"="""""
79760874,576564,201092,77560,576460,201008,77560,77.8449935913086,149,0,3572200644,"=""80504798478662759""","=""80504798478671248""","=""720575940613725708""","=""720575940616046363""",576564,201092,77560,"=""720575940613725708""",FALSE,"="""""
79769239,577200,203144,77320,577104,203176,77320,441.015747070312,150,3442327705,3572840377,"=""80504867198111368""","=""80504867198139893""","=""720575940613725708""","=""720575940616046363""",577200,203144,77320,"=""720575940613725708""",FALSE,"="""""
79769425,579240,200924,78280,579216,201072,78240,29.0205917358398,141,2528735655,3572202384,"=""80575167222861033""","=""80575167222867048""","=""720575940619059497""","=""720575940616046363""",579240,200924,78280,"=""720575940619059497""",TRUE,"="""""
79769461,579108,200892,78400,579080,200992,78400,101.946556091309,136,2528735655,3572202506,"=""80575167222872929""","=""80575167222867048""","=""720575940619059497""","=""720575940616046363""",579108,200892,78400,"=""720575940619059497""",FALSE,"="""""
79829893,588532,214620,77720,588508,214736,77720,235.805999755859,140,2790402780,3576045924,"=""80716110869632327""","=""80716110869618210""","=""720575940624804248""","=""720575940616046363""",588532,214620,77720,"=""720575940624804248""",TRUE,"="""""
79829915,588072,214672,77760,588152,214736,77760,576.141845703125,146,2659892065,3576045924,"=""80716110869627930""","=""80716110869626698""","=""720575940610903062""","=""720575940616046363""",588072,214672,77760,"=""720575940610903062""",FALSE,"="""""
79829950,588988,216124,77840,588992,216196,77840,25.8971614837646,133,3576045994,3444893549,"=""80716179589110341""","=""80716179589101903""","=""720575940632437856""","=""720575940616046363""",588988,216124,77840,"=""720575940632437856""",FALSE,"="""""
79829957,589056,216060,77880,589140,216156,77880,64.9755401611328,131,3576045994,3444893549,"=""80716179589110341""","=""80716179589101903""","=""720575940632437856""","=""720575940616046363""",589056,216060,77880,"=""720575940632437856""",FALSE,"="""""
79830005,589412,216016,78120,589504,216032,78040,151.46598815918,174,0,0,"=""80716179589114238""","=""80716179589104257""","=""720575940632437856""","=""720575940616046363""",589412,216016,78120,"=""720575940632437856""",FALSE,"="""""
79830230,587432,214260,78720,587416,214364,78640,150.855667114258,111,2922193536,3576046121,"=""80716110869659227""","=""80716110869652302""","=""720575940612337575""","=""720575940616046363""",587432,214260,78720,"=""720575940612337575""",TRUE,"="""""
79847395,590316,215556,77680,590176,215560,77640,499.608947753906,147,0,3444893549,"=""80786548333274819""","=""80786548333272228""","=""720575940618976297""","=""720575940616046363""",590316,215556,77680,"=""720575940618976297""",TRUE,"="""""
79847546,590208,216560,78320,590108,216580,78360,1029.13232421875,153,3572214263,3576047906,"=""80786548333292850""","=""80786548333292872""","=""720575940613725708""","=""720575940616046363""",590208,216560,78320,"=""720575940613725708""",TRUE,"="""""
79847616,589796,215492,78480,589904,215512,78520,512.313110351562,132,3051428650,3576047993,"=""80786548333301999""","=""80786548333299728""","=""720575940632437856""","=""720575940616046363""",589796,215492,78480,"=""720575940632437856""",FALSE,"="""""
79847686,590152,215276,78600,590168,215392,78600,440.032592773438,135,2792324193,3576047993,"=""80786479613814270""","=""80786548333300595""","=""720575940616852894""","=""720575940616046363""",590152,215276,78600,"=""720575940616852894""",TRUE,"="""""
79914767,576404,213772,78920,576484,213712,78960,62.4318542480469,127,2527458123,0,"=""80505004637106746""","=""80505004637109404""","=""720575940628113292""","=""720575940616046363""",576404,213772,78920,"=""720575940628113292""",FALSE,"="""""
80161065,576232,209468,78760,576276,209348,78720,32.6882591247559,67,2528735655,2268992762,"=""80504935917645635""","=""80504935917658395""","=""720575940619059497""","=""720575940616046363""",576232,209468,78760,"=""720575940619059497""",FALSE,"="""""
80161066,576124,209488,78760,576068,209356,78800,600.915283203125,148,2528735655,2268992762,"=""80504935917670671""","=""80504935917658395""","=""720575940619059497""","=""720575940616046363""",576124,209488,78760,"=""720575940619059497""",FALSE,"="""""
80161071,574588,209028,78840,574600,208912,78840,686.434692382812,143,2790402780,2268992762,"=""80504935917653031""","=""80504935917658349""","=""720575940624804248""","=""720575940616046363""",574588,209028,78840,"=""720575940624804248""",FALSE,"="""""
80161075,576212,209472,78760,576216,209312,78800,64.9422760009766,118,2528735655,2268992762,"=""80504935917645635""","=""80504935917658395""","=""720575940619059497""","=""720575940616046363""",576212,209472,78760,"=""720575940619059497""",FALSE,"="""""
80161076,575992,209600,78800,575876,209532,78800,328.341522216797,144,2528735655,2268992762,"=""80504935917670671""","=""80504935917663877""","=""720575940619059497""","=""720575940616046363""",575992,209600,78800,"=""720575940619059497""",FALSE,"="""""
80161647,588460,208252,78600,588388,208084,78560,504.69189453125,131,2660530240,3574126887,"=""80716042150183826""","=""80716042150181944""","=""720575940618976297""","=""720575940616046363""",588460,208252,78600,"=""720575940618976297""",FALSE,"="""""
80161662,588376,208204,78680,588272,208040,78720,50.9841957092285,137,2660530240,3574126908,"=""80716042150183826""","=""80716042150181944""","=""720575940618976297""","=""720575940616046363""",588376,208204,78680,"=""720575940618976297""",FALSE,"="""""
80170769,576976,209496,78520,576972,209416,78520,301.689025878906,147,2528735655,3574759951,"=""80504935917657072""","=""80504935917655647""","=""720575940619059497""","=""720575940616046363""",576976,209496,78520,"=""720575940619059497""",FALSE,"="""""
124728819,589104,215732,84200,589152,215864,84200,418.740570068359,140,3837071878,2268992762,"=""80716179655757630""","=""80716179655748337""","=""720575940613725708""","=""720575940616046363""",589104,215732,84200,"=""720575940613725708""",TRUE,"="""""
124747075,589992,216488,84120,589880,216504,84120,179.870697021484,163,2659892065,0,"=""80786548399901799""","=""80786548399922772""","=""720575940610903062""","=""720575940616046363""",589992,216488,84120,"=""720575940610903062""",FALSE,"="""""
124747083,590984,215692,84080,590956,215736,84160,181.226776123047,177,0,0,"=""80786548399911724""","=""80786548399930118""","=""720575940616852894""","=""720575940616046363""",590984,215692,84080,"=""720575940616852894""",FALSE,"="""""
124747086,589656,216780,84200,589732,216708,84240,817.82080078125,143,2790402780,2268992762,"=""80786548399926511""","=""80786548399926583""","=""720575940624804248""","=""720575940616046363""",589656,216780,84200,"=""720575940624804248""",TRUE,"="""""
124747087,591056,216880,84240,590936,216908,84200,463.805603027344,142,2528097786,2268992762,"=""80786548399933742""","=""80786548399921600""","=""720575940628115084""","=""720575940616046363""",591056,216880,84240,"=""720575940628115084""",FALSE,"="""""
124747112,590380,216444,84240,590416,216460,84280,262.945190429688,1,0,2268992762,"=""80786548399923961""","=""80786548399927816""","=""720575940610903062""","=""720575940616046363""",590380,216444,84240,"=""720575940610903062""",FALSE,"="""""
124747138,591436,215624,84480,591360,215516,84480,681.497985839844,139,2528097786,2268992762,"=""80786548399931302""","=""80786548399936997""","=""720575940628115084""","=""720575940616046363""",591436,215624,84480,"=""720575940628115084""",FALSE,"="""""
124747186,591532,215288,84680,591572,215384,84720,310.894287109375,141,3837073715,2268992762,"=""80786479680457693""","=""80786548399936997""","=""720575940613725708""","=""720575940616046363""",591532,215288,84680,"=""720575940613725708""",TRUE,"="""""
124752143,583196,214636,85000,583176,214732,85040,791.758544921875,143,2659892065,3837068598,"=""80645742192120475""","=""80645742192116579""","=""720575940610903062""","=""720575940616046363""",583196,214636,85000,"=""720575940610903062""",TRUE,"="""""
124752326,583908,214940,84200,583856,215064,84200,700.698059082031,139,2922193536,3837068572,"=""80645742192085087""","=""80645742192093053""","=""720575940612337575""","=""720575940616046363""",583908,214940,84200,"=""720575940612337575""",TRUE,"="""""
124752348,583572,214904,84520,583580,215028,84480,1267.72326660156,146,2659892065,3837068598,"=""80645742192099717""","=""80645742192097032""","=""720575940610903062""","=""720575940616046363""",583572,214904,84520,"=""720575940610903062""",TRUE,"="""""
124752408,585564,214820,84840,585440,214816,84800,428.478393554688,101,2527458123,3967581354,"=""80716110936299588""","=""80645742192109033""","=""720575940628113292""","=""720575940616046363""",585564,214820,84840,"=""720575940628113292""",TRUE,"="""""
134176837,578104,205140,66600,577956,205012,66640,706.036926269531,74,2527458123,3051428693,"=""80575235941938497""","=""80575235941940745""","=""720575940628113292""","=""720575940616046363""",578104,205140,66600,"=""720575940628113292""",FALSE,"="""""
134176873,578032,204980,66720,577928,204760,66680,73.8456268310547,91,2527458123,3051428699,"=""80575235941945448""","=""80575235941940745""","=""720575940628113292""","=""720575940616046363""",578032,204980,66720,"=""720575940628113292""",FALSE,"="""""
134702876,580028,203000,65640,580148,203052,65640,349.891632080078,139,2528735655,3050790460,"=""80575235941914316""","=""80575235941913073""","=""720575940619059497""","=""720575940616046363""",580028,203000,65640,"=""720575940619059497""",TRUE,"="""""
134702939,580568,202672,65920,580608,202752,65920,37.9277420043945,37,2528735655,3050790460,"=""80575167222430768""","=""80575167222433646""","=""720575940619059497""","=""720575940616046363""",580568,202672,65920,"=""720575940619059497""",TRUE,"="""""
134703052,580200,201344,66440,580120,201372,66360,692.174743652344,119,3050790620,3050790602,"=""80575167222464256""","=""80575167222458134""","=""720575940628113292""","=""720575940616046363""",580200,201344,66440,"=""720575940628113292""",FALSE,"="""""
134703085,580656,202360,66520,580788,202228,66480,443.007171630859,148,2659892065,3050790543,"=""80575167222476957""","=""80575167222453344""","=""720575940610903062""","=""720575940616046363""",580656,202360,66520,"=""720575940610903062""",FALSE,"="""""
134703092,580160,201364,66480,580124,201548,66480,17.2558250427246,143,2527458123,3050790602,"=""80575167222464256""","=""80575167222458134""","=""720575940628113292""","=""720575940616046363""",580160,201364,66480,"=""720575940628113292""",FALSE,"="""""
134703228,581052,201320,67080,581152,201320,67120,284.740112304688,83,2527458123,3050790543,"=""80645535966645782""","=""80645535966644699""","=""720575940628113292""","=""720575940616046363""",581052,201320,67080,"=""720575940628113292""",FALSE,"="""""
134703237,580960,201264,67200,581096,201236,67200,517.642700195312,131,2527458123,3050151092,"=""80645535966639792""","=""80645535966653819""","=""720575940628113292""","=""720575940616046363""",580960,201264,67200,"=""720575940628113292""",FALSE,"="""""
134756121,579760,213840,67120,579792,213912,67040,216.957977294922,112,2527458123,2268992762,"=""80575373380920674""","=""80575373380916112""","=""720575940628113292""","=""720575940616046363""",579760,213840,67120,"=""720575940628113292""",TRUE,"="""""
134835315,580748,211432,65440,580804,211456,65560,29.6692867279053,135,2660530240,3052709665,"=""80575304661380241""","=""80575304661381539""","=""720575940618976297""","=""720575940616046363""",580748,211432,65440,"=""720575940618976297""",FALSE,"="""""
134835382,580732,211472,65880,580668,211568,65800,84.3352584838867,122,2659892065,2268992762,"=""80575373380880764""","=""80575373380871065""","=""720575940610903062""","=""720575940616046363""",580732,211472,65880,"=""720575940610903062""",FALSE,"="""""
134835393,580632,211472,65880,580552,211608,65880,312.039672851562,142,2659892065,3052709747,"=""80575373380886394""","=""80575373380871065""","=""720575940610903062""","=""720575940616046363""",580632,211472,65880,"=""720575940610903062""",TRUE,"="""""
134835409,580876,210896,65960,580948,210824,65960,278.819305419922,144,2659892065,3052709721,"=""80575304661394532""","=""80575304661398402""","=""720575940610903062""","=""720575940616046363""",580876,210896,65960,"=""720575940610903062""",FALSE,"="""""
134835410,580408,211412,65960,580320,211516,65960,246.190872192383,24,2659892065,3052709747,"=""80575304661392067""","=""80575373380882104""","=""720575940610903062""","=""720575940616046363""",580408,211412,65960,"=""720575940610903062""",FALSE,"="""""
134835426,580920,212208,66080,580996,212148,66040,230.030395507812,151,2792324193,2268992762,"=""80575373380876963""","=""80575373380886748""","=""720575940616852894""","=""720575940616046363""",580920,212208,66080,"=""720575940616852894""",FALSE,"="""""
134835484,580956,212812,66360,581060,212832,66320,360.401733398438,138,2792324193,2268992762,"=""80575373380903217""","=""80575373380891086""","=""720575940616852894""","=""720575940616046363""",580956,212812,66360,"=""720575940616852894""",FALSE,"="""""
135312462,587964,200716,76160,587904,200648,76160,591.205017089844,138,2792324193,0,"=""80715904711127941""","=""80715904711127923""","=""720575940616852894""","=""720575940616046363""",587964,200716,76160,"=""720575940616852894""",FALSE,"="""""
135312501,588292,200656,76440,588204,200608,76440,385.207336425781,142,2792324193,0,"=""80715904711127941""","=""80715904711133518""","=""720575940616852894""","=""720575940616046363""",588292,200656,76440,"=""720575940616852894""",FALSE,"="""""
135312522,588112,200836,76560,588088,200744,76560,11.4994163513184,114,2792324193,0,"=""80715904711117453""","=""80715904711133518""","=""720575940616852894""","=""720575940616046363""",588112,200836,76560,"=""720575940616852894""",FALSE,"="""""
135318683,579676,200360,76600,579548,200356,76560,279.774505615234,143,2791042904,3572202125,"=""80575167222801806""","=""80575167222798064""","=""720575940629359076""","=""720575940616046363""",579676,200360,76600,"=""720575940629359076""",FALSE,"="""""
